run_id	disease_group	feature_set	repeat_index	seed	auc
RA_species_diversity_all_features	RA	species_diversity	41	82	0.7105263157894737
RA_species_diversity_all_features	RA	species_diversity	42	83	0.6789473684210525
RA_species_diversity_all_features	RA	species_diversity	43	84	0.7157894736842105
RA_species_diversity_all_features	RA	species_diversity	44	85	0.6763157894736843
RA_species_diversity_all_features	RA	species_diversity	45	86	0.6789473684210526
RA_species_diversity_all_features	RA	species_diversity	46	87	0.7552631578947369
RA_species_diversity_all_features	RA	species_diversity	47	88	0.6368421052631579
RA_species_diversity_all_features	RA	species_diversity	48	89	0.6894736842105263
RA_species_diversity_all_features	RA	species_diversity	49	90	0.6000000000000001
RA_species_diversity_all_features	RA	species_diversity	50	91	0.7315789473684211
RA_species_diversity_all_features	RA	species_diversity	51	92	0.7000000000000001
RA_species_diversity_all_features	RA	species_diversity	52	93	0.6947368421052632
RA_species_diversity_all_features	RA	species_diversity	53	94	0.6578947368421053
RA_species_diversity_all_features	RA	species_diversity	54	95	0.6947368421052632
RA_species_diversity_all_features	RA	species_diversity	55	96	0.6631578947368421
RA_species_diversity_all_features	RA	species_diversity	56	97	0.7000000000000001
RA_species_diversity_all_features	RA	species_diversity	57	98	0.7789473684210526
RA_species_diversity_all_features	RA	species_diversity	58	99	0.7263157894736842
RA_species_diversity_all_features	RA	species_diversity	59	100	0.6578947368421053
RA_species_diversity_all_features	RA	species_diversity	60	101	0.7105263157894737
RA_species_diversity_all_features	RA	species_diversity	61	102	0.6421052631578947
RA_species_diversity_all_features	RA	species_diversity	62	103	0.6842105263157895
RA_species_diversity_all_features	RA	species_diversity	63	104	0.7052631578947369
RA_species_diversity_all_features	RA	species_diversity	64	105	0.6605263157894736
RA_species_diversity_all_features	RA	species_diversity	65	106	0.7
RA_species_diversity_all_features	RA	species_diversity	66	107	0.6736842105263158
RA_species_diversity_all_features	RA	species_diversity	67	108	0.6368421052631579
RA_species_diversity_all_features	RA	species_diversity	68	109	0.7052631578947368
RA_species_diversity_all_features	RA	species_diversity	69	110	0.6894736842105263
RA_species_diversity_all_features	RA	species_diversity	70	111	0.6842105263157895
RA_species_diversity_all_features	RA	species_diversity	71	112	0.7210526315789474
RA_species_diversity_all_features	RA	species_diversity	72	113	0.6631578947368422
RA_species_diversity_all_features	RA	species_diversity	73	114	0.6947368421052632
RA_species_diversity_all_features	RA	species_diversity	74	115	0.6789473684210527
RA_species_diversity_all_features	RA	species_diversity	75	116	0.6736842105263158
RA_species_diversity_all_features	RA	species_diversity	76	117	0.6657894736842105
RA_species_diversity_all_features	RA	species_diversity	77	118	0.6526315789473685
RA_species_diversity_all_features	RA	species_diversity	78	119	0.6552631578947368
RA_species_diversity_all_features	RA	species_diversity	79	120	0.6447368421052632
RA_species_diversity_all_features	RA	species_diversity	80	121	0.668421052631579
RA_species_diversity_all_features	RA	species_diversity	81	122	0.6842105263157895
RA_species_diversity_all_features	RA	species_diversity	82	123	0.668421052631579
RA_species_diversity_all_features	RA	species_diversity	83	124	0.6578947368421053
RA_species_diversity_all_features	RA	species_diversity	84	125	0.6789473684210526
RA_species_diversity_all_features	RA	species_diversity	85	126	0.668421052631579
RA_species_diversity_all_features	RA	species_diversity	86	127	0.6315789473684211
RA_species_diversity_all_features	RA	species_diversity	87	128	0.6973684210526315
RA_species_diversity_all_features	RA	species_diversity	88	129	0.7421052631578947
RA_species_diversity_all_features	RA	species_diversity	89	130	0.681578947368421
RA_species_diversity_all_features	RA	species_diversity	90	131	0.6157894736842104
RA_species_diversity_all_features	RA	species_diversity	91	132	0.6973684210526315
RA_species_diversity_all_features	RA	species_diversity	92	133	0.6921052631578948
RA_species_diversity_all_features	RA	species_diversity	93	134	0.6921052631578948
RA_species_diversity_all_features	RA	species_diversity	94	135	0.6842105263157894
RA_species_diversity_all_features	RA	species_diversity	95	136	0.668421052631579
RA_species_diversity_all_features	RA	species_diversity	96	137	0.6368421052631579
RA_species_diversity_all_features	RA	species_diversity	97	138	0.7052631578947369
RA_species_diversity_all_features	RA	species_diversity	98	139	0.7157894736842106
RA_species_diversity_all_features	RA	species_diversity	99	140	0.6842105263157895
RA_species_diversity_all_features	RA	species_diversity	100	141	0.6605263157894737
