run_id	disease_group	feature_set	repeat_index	seed	auc
PsA_pathway_only_all_features	PsA	pathway_only	91	132	0.6968325791855204
PsA_pathway_only_all_features	PsA	pathway_only	92	133	0.6877828054298643
PsA_pathway_only_all_features	PsA	pathway_only	93	134	0.7036199095022624
PsA_pathway_only_all_features	PsA	pathway_only	94	135	0.755656108597285
PsA_pathway_only_all_features	PsA	pathway_only	95	136	0.6968325791855203
PsA_pathway_only_all_features	PsA	pathway_only	96	137	0.7285067873303168
PsA_pathway_only_all_features	PsA	pathway_only	97	138	0.7058823529411765
PsA_pathway_only_all_features	PsA	pathway_only	98	139	0.6787330316742082
PsA_pathway_only_all_features	PsA	pathway_only	99	140	0.7330316742081449
PsA_pathway_only_all_features	PsA	pathway_only	100	141	0.6809954751131222
