run_id	disease_group	feature_set	repeat_index	seed	auc
RA_pathway_only_all_features	RA	pathway_only	80	121	0.41315789473684217
RA_pathway_only_all_features	RA	pathway_only	81	122	0.3473684210526316
RA_pathway_only_all_features	RA	pathway_only	82	123	0.43157894736842106
RA_pathway_only_all_features	RA	pathway_only	83	124	0.34210526315789475
RA_pathway_only_all_features	RA	pathway_only	84	125	0.37894736842105264
RA_pathway_only_all_features	RA	pathway_only	85	126	0.34210526315789475
RA_pathway_only_all_features	RA	pathway_only	86	127	0.4263157894736842
RA_pathway_only_all_features	RA	pathway_only	87	128	0.3368421052631579
RA_pathway_only_all_features	RA	pathway_only	88	129	0.33684210526315794
RA_pathway_only_all_features	RA	pathway_only	89	130	0.3894736842105263
RA_pathway_only_all_features	RA	pathway_only	90	131	0.45
RA_pathway_only_all_features	RA	pathway_only	91	132	0.45789473684210524
RA_pathway_only_all_features	RA	pathway_only	92	133	0.4368421052631579
RA_pathway_only_all_features	RA	pathway_only	93	134	0.4894736842105264
RA_pathway_only_all_features	RA	pathway_only	94	135	0.39210526315789473
RA_pathway_only_all_features	RA	pathway_only	95	136	0.4
RA_pathway_only_all_features	RA	pathway_only	96	137	0.3815789473684211
RA_pathway_only_all_features	RA	pathway_only	97	138	0.4
RA_pathway_only_all_features	RA	pathway_only	98	139	0.45789473684210524
RA_pathway_only_all_features	RA	pathway_only	99	140	0.3842105263157895
RA_pathway_only_all_features	RA	pathway_only	100	141	0.4631578947368421
